sector,amount_($m),hq,series,source,date,company,source_page
Voice AI,9.6,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/greylabs-ai-raises-rs-85-cr-led-by-elevation-to-launch-voice-ai-agents-for-bfsi-10532249'}",2025-10-06,GreyLabs AI,688b2efb487d8265b742815850928fd6
E-Commerce,6.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fmcg-company-meolaa-raises-6-mn-led-by-general-catalyst-10540872'}",2025-10-08,Meolaa,688b2efb487d8265b742815850928fd6
Marketplace for EVs,1.0,Gurugram,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/trusterra-bags-1-mn-in-pre-seed-round-co-led-by-finvolve-india-accelerator-10537428'}",2025-10-07,TrusTerra,688b2efb487d8265b742815850928fd6
Healthtech,3.0,,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/august-ai-raises-3-mn-from-accel-and-claypond-capital-10536084'}",2025-10-07,August AI,688b2efb487d8265b742815850928fd6
Fintech,1.5,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/finarkein-raises-15-mn-in-pre-series-a-round-led-by-dsp-group-family-office-10534094'}",2025-10-06,Finarkein,688b2efb487d8265b742815850928fd6
SaaS,0.3,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/zillout-raises-seed-funding-round-10537272'}",2025-10-07,ZillOut,688b2efb487d8265b742815850928fd6
Hospitality,25.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/hunger-inc-raises-rs-215-cr-from-lighthouse-and-dsg-consumer-partners-10546972'}",2025-10-10,Hunger Inc,688b2efb487d8265b742815850928fd6
Entertainment,12.0,Delhi-NCR,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/rusk-media-raises-rs-103-cr-in-series-b-round-10544942'}",2025-10-09,Rusk Media,688b2efb487d8265b742815850928fd6
Civic Tech,0.1689,Delhi,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/jaagruk-bharat-raises-rs-15-cr-in-pre-seed-round-led-by-ajvc-10540026'}",2025-10-08,Jaagruk Bharat,688b2efb487d8265b742815850928fd6
Trust and safety-tech AI,1.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/contrails-ai-raises-1-mn-in-pre-seed-round-from-huddle-ventures-and-ian-group-10537705'}",2025-10-07,Contrails AI,688b2efb487d8265b742815850928fd6
Spacetech,0.788,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/thrustworks-dynetics-raises-seed-round-led-by-jamwant-ventures-10536990'}",2025-10-07,Thrustworks Dynetics,688b2efb487d8265b742815850928fd6
Fintech,120.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/dhan-turns-unicorn-after-120-mn-fundraise-led-by-hornbill-capital-10532947'}",2025-10-06,Dhan,688b2efb487d8265b742815850928fd6
B2B logistics,1.52,Hyderabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/navata-supply-chain-solutions-raises-rs-135-cr-led-by-abyro-capital-10533000'}",2025-10-06,Navata Supply Chain Solutions,688b2efb487d8265b742815850928fd6
Legal Tech,5.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/legal-tech-startup-lucio-raises-5-mn-led-by-devc-10536460'}",2025-10-07,Lucio,688b2efb487d8265b742815850928fd6
D2C Home Decor,0.2,Delhi-NCR,Bridge Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/d2c-home-decor-brand-decortwist-raises-200k-10533888'}",2025-10-06,DecorTwist,688b2efb487d8265b742815850928fd6
Sustainable waster management,4.0,Delhi-NCR,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/ecoex-raises-4-mn-in-seed-funding-round-10533403'}",2025-10-06,EcoEx,688b2efb487d8265b742815850928fd6
Climate-Tech,0.6,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/climate-tech-startup-newtral-raises-600k-from-now-accelerate-10540860'}",2025-10-08,Newtral,688b2efb487d8265b742815850928fd6
Lab-grown diamond jewellery,0.227,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/lab-grown-diamond-jewellery-brand-reia-diamonds-raises-pre-seed-round-10559834'}",2025-10-14,Reia Diamonds,4b8b2efb487d8258955e81c4268a7c23
Kidswear Brand,0.455,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/kidswear-brand-orange-sugar-raises-pre-seed-round-10560853'}",2025-10-14,Orange Sugar,4b8b2efb487d8258955e81c4268a7c23
Gaming,2.75,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/airoclip-raises-275-mn-in-seed-round-led-by-t-accelerate-capital-10560589'}",2025-10-14,Airoclip,4b8b2efb487d8258955e81c4268a7c23
Business Intelligence,0.48,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fireai-raises-rs-4-cr-in-seed-round-led-by-ipv-10567350'}",2025-10-16,FireAI,4b8b2efb487d8258955e81c4268a7c23
Coliving,2.73,Delhi,Pre-series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/hooliv-raises-rs-24-cr-in-pre-series-a-round-led-by-negen-capital-10571190'}",2025-10-17,HooLiv,4b8b2efb487d8258955e81c4268a7c23
Audio content platform,85.0,Mumbai,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/kuku-fm-raises-85-mn-from-granite-asia-and-others-10567713'}",2025-10-16,Kuku FM,4b8b2efb487d8258955e81c4268a7c23
Fintech - Crypto Exchange,,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/coinbase-backs-coindcx-at-245-bn-valuation-10563224'}",2025-10-15,CoinDCX,4b8b2efb487d8258955e81c4268a7c23
Agritech,2.0,Chennai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/agritech-startup-fragaria-raises-2-mn-to-sell-fresh-fruits/'}",2025-10-15,Fragaria,4b8b2efb487d8258955e81c4268a7c23
Fintech - Wealth Management,40.0,Mumbai,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/wealthtech-firm-dezerv-raises-40-mn-led-by-premji-invest-and-accel-10555803'}",2025-10-13,Dezerv,4b8b2efb487d8258955e81c4268a7c23
Fintech,13.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/goodscore-raises-13-mn-in-series-a-round-led-by-peak-xv-10556674'}",2025-10-13,GoodScore,4b8b2efb487d8258955e81c4268a7c23
Manufacturing - Materials Science,1.365,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/dashamlabs-raises-rs-12-cr-in-seed-round-led-by-speciale-invest-10568073'}",2025-10-16,Dashamlabs,4b8b2efb487d8258955e81c4268a7c23
Edtech,16.0,Delhi-NCR,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/edtech-startup-speakx-raises-16-mn-led-by-westbridge-10559891'}",2025-10-14,SpeakX,4b8b2efb487d8258955e81c4268a7c23
Quick Commerce,450.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://techcrunch.com/2025/10/16/zepto-raises-450-million-at-7-billion-valuation-as-indian-quick-commerce-market-heats-up/'}",2025-10-16,Zepto,4b8b2efb487d8258955e81c4268a7c23
D2C Brand,12.5,Pune,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/two-brothers-organic-farms-raises-rs-110-cr-in-series-b-round-10559580'}",2025-10-14,Two Brothers Organic Farms,4b8b2efb487d8258955e81c4268a7c23
Home resale marketplace,18.0,Delhi-NCR,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/houseeazy-raises-rs-150-cr-in-series-b-round-led-by-accel-10560758'}",2025-10-14,HouseEazy,4b8b2efb487d8258955e81c4268a7c23
Manufacturing,6.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/chara-technologies-raises-6-mn-in-series-a-led-by-arkam-ventures-10556040'}",2025-10-13,Chara Technologies,4b8b2efb487d8258955e81c4268a7c23
Social Networking,1.0,Ahmedabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/social-network-app-currently-raises-1-mn-led-by-aarvi-family-office-10560015'}",2025-10-14,Currently,4b8b2efb487d8258955e81c4268a7c23
Drone Manufacturer,8.6,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/airbound-raises-8-6-mn-to-scale-logistics-drone-manufacturing/'}",2025-10-14,Airbound,4b8b2efb487d8258955e81c4268a7c23
Sports Infra,2.5,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/michezo-sports-raises-25-mn-in-pre-series-a-funding-10589927'}",2025-10-24,Michezo Sports,430b2efb487d82b4ad038185e49fb31f
Healthy-snacking brand,15.9,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/wonderland-foods-raises-rs-140-cr-in-maiden-funding-round-10585674'}",2025-10-23,Wonderland Foods,430b2efb487d82b4ad038185e49fb31f
Fintech,11.3,Delhi-NCR,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/salaryse-nets-11-3-mn-to-scale-its-salary-linked-credit-platform/'}",2025-10-30,SalarySe,d2bb2efb487d8362b6ba01c9e4af4b32
Jewellery Brand,14.6,Hyderabad,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gold-plated-silver-jewellery-brand-goyaz-raises-rs-130-cr-led-by-norwest-10610308'}",2025-10-31,Goyaz,d2bb2efb487d8362b6ba01c9e4af4b32
Quick Commerce,30.0,Mumbai,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://www.moneycontrol.com/news/business/funding/snabbit-raises-30-million-in-series-c-funding-led-by-bertelsmann-at-180-million-valuation-13641072.html'}",2025-10-30,Snabbit,d2bb2efb487d8362b6ba01c9e4af4b32
Fintech,17.5,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/prashant-pittis-optimo-capital-raises-rs-150-cr-in-series-a-round-10600487'}",2025-10-28,Optimo Capital,d2bb2efb487d8362b6ba01c9e4af4b32
D2C Nutrition brand,1.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/performance-nutrition-brand-neulife-raises-1-mn-in-seed-round-10597182'}",2025-10-27,Neulife,d2bb2efb487d8362b6ba01c9e4af4b32
Fintech,1.0,Gurugram,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/savesage-raises-1-mn-in-pre-seed-round-10604410'}",2025-10-29,SaveSage,d2bb2efb487d8362b6ba01c9e4af4b32
Climate-tech,0.563,Delhi,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/beyond-renewables-recycling-raises-pre-seed-round-led-by-momentum-capital-10606880'}",2025-10-30,Beyond Renewables,d2bb2efb487d8362b6ba01c9e4af4b32
B2B Visa Processing,0.453,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/stampmyvisa-raises-rs-4-cr-in-bridge-round-led-by-unicorn-india-ventures-10602971'}",2025-10-29,StampMyVisa,d2bb2efb487d8362b6ba01c9e4af4b32
Clothing Brand,1.387,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/clothing-brand-banana-club-raises-rs-1225-cr-at-rs-245-cr-valuation-10597654'}",2025-10-27,Banana Club,d2bb2efb487d8362b6ba01c9e4af4b32
EV Manufacturing,4.5,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/tsuyo-manufacturing-raises-45-mn-round-led-by-avaana-capital-10602912'}",2025-10-29,Tsuyo Manufacturing,d2bb2efb487d8362b6ba01c9e4af4b32
Gaming,0.355,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gaming-startup-exiles-interactives-raises-355k-in-pre-seed-round-10606500'}",2025-10-30,Exiles Interactives,d2bb2efb487d8362b6ba01c9e4af4b32
Confectionery Brand,2.26,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/confectionery-brand-oroos-raises-rs-20-cr-from-fireside-sbi-others-10603381'}",2025-10-29,Oroos,d2bb2efb487d8362b6ba01c9e4af4b32
Cyber Security,,Ahmedabad,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/cyber-security-startup-satark-ai-raises-pre-seed-round-10600228'}",2025-10-28,Satark AI,d2bb2efb487d8362b6ba01c9e4af4b32
Toy Brand,,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gubbachhi-raises-pre-seed-round-from-d2c-insider-super-angels-fund-10598883'}",2025-10-28,Gubbachhi,d2bb2efb487d8362b6ba01c9e4af4b32
Fintech,,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/360-one-asset-invests-in-cybrillas-pre-series-a-round-10600054'}",2025-10-28,Cybrilla,d2bb2efb487d8362b6ba01c9e4af4b32
D2C - Home Care,2.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/home-care-products-maker-happi-planet-raises-2-mn-10602925'}",2025-10-29,Happi Planet,d2bb2efb487d8362b6ba01c9e4af4b32
SaaS - Event Tech,,Coimbatore,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/event-tech-startup-ticket9-raises-fresh-funds-10600064'}",2025-10-28,Ticket9,d2bb2efb487d8362b6ba01c9e4af4b32
Fintech,15.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/jupiter-secures-15-million-from-existing-investors-valuation-remains-flat-at-600-million/articleshow/124908900.cms'}",2025-10-30,Jupiter,d2bb2efb487d8362b6ba01c9e4af4b32
Agritech,2.44,Noida,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fambo-raises-rs-2155-cr-series-a-round-led-by-agrisure-fund-10602888'}",2025-10-29,Fambo,d2bb2efb487d8362b6ba01c9e4af4b32
B2B E-Commerce,0.677,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/mad-over-buildings-raises-seed-round-led-by-sig-tattva-10610026'}",2025-10-31,Mad Over Buildings,d2bb2efb487d8362b6ba01c9e4af4b32
E-commerce Tech,5.3,,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/point-ai-raises-53-mn-led-by-yali-capital-10605801'}",2025-10-30,Point AI,d2bb2efb487d8362b6ba01c9e4af4b32
Eyewear Brand,11.3,Delhi-NCR,Pre-IPO,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/sbi-mf-invests-rs-100-cr-in-lenskart-in-pre-ipo-round-10603518'}",2025-10-29,Lenskart,d2bb2efb487d8362b6ba01c9e4af4b32
AI-driven privacy platform,1.35,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/redacto-raises-rs-12-cr-in-seed-round-led-by-peercapital-10606066'}",2025-10-30,Redacto,d2bb2efb487d8362b6ba01c9e4af4b32
Proptech,2.0,Delhi-NCR,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/proptech-startup-openhouse-raises-2-mn-in-seed-round-10606190'}",2025-10-30,Openhouse,d2bb2efb487d8362b6ba01c9e4af4b32
Snacks Brand,3.0,Coimbatore,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/tabp-snacks-and-beverages-raises-3-mn-led-by-lc-nueva-10620487'}",2025-11-04,TABP Snacks,ddbb2efb487d828ab6cc0189caed6916
Parking Solutions,0.056,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/parking-solutions-startup-blyp-raises-bridge-round-10620794'}",2025-11-04,Blyp,ddbb2efb487d828ab6cc0189caed6916
Personal Care Brand,2.0,Ahmedabad,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gvfl-leads-2-mn-pre-series-a-round-in-protouch-10621080'}",2025-11-04,Protouch,ddbb2efb487d828ab6cc0189caed6916
AI enterprise data infrastructure,2.3,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/meshdefend-raises-23-mn-in-pre-seed-round-led-by-kalaari-capital-10626621'}",2025-11-06,MeshDefend,ddbb2efb487d828ab6cc0189caed6916
Healthtech,0.451,Indore,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/medyseva-raises-rs-4-cr-led-by-unicorn-india-ventures-10623932'}",2025-11-05,MedySeva,ddbb2efb487d828ab6cc0189caed6916
Beauty and Wellness,0.789,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/krieya-raises-rs-7-cr-led-by-sauce-and-riverwalk-holdings-10624147'}",2025-11-05,Krieya,ddbb2efb487d828ab6cc0189caed6916
Home Decor,1.127,Gurugram,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/the-artment-raises-rs-10-cr-in-pre-series-a-round-led-by-ipv-10627232'}",2025-11-06,The Artment,ddbb2efb487d828ab6cc0189caed6916
Logistics,4.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/stackbox-raises-4-mn-led-by-enrission-india-capital-10624945'}",2025-11-05,Stackbox,ddbb2efb487d828ab6cc0189caed6916
Gaming,2.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/game-state-labs-raises-2-mn-in-seed-round-10626752'}",2025-11-06,Game State Labs,ddbb2efb487d828ab6cc0189caed6916
Personal Care,2.4,Ahmedabad,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/babyorgano-raises-rs-20-cr-led-by-rpsg-capital-ventures-10624239'}",2025-11-05,BabyOrgano,ddbb2efb487d828ab6cc0189caed6916
Modular furniture maker,36.0,Nagpur,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/spacewood-raises-rs-300-cr-at-rs-1200-cr-valuation-10624897'}",2025-11-05,Spacewood,ddbb2efb487d828ab6cc0189caed6916
Space Tech,2.3,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/space-tech-startup-ulook-raises-rs-19-cr-led-by-growx-and-infoedge-ventures-10626626'}",2025-11-06,Ulook,ddbb2efb487d828ab6cc0189caed6916
Spacetech,1.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/tsalla-aerospace-raises-1-mn-in-maiden-funding-round-10621088'}",2025-11-04,Tsalla Aerospace,ddbb2efb487d828ab6cc0189caed6916
Fintech,5.0,Hyderabad,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/fintech-startup-zynk-bags-5-mn-to-scale-cross-border-payments/'}",2025-11-06,Zynk,ddbb2efb487d828ab6cc0189caed6916
Robotics,10.5,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/robotics-startup-miko-raises-105-mn-led-by-iheartmedia-10636274'}",2025-11-07,Miko ,ddbb2efb487d828ab6cc0189caed6916
Spacetech,6.7,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-agnikul-raises-rs-60-cr-in-series-new-round-10635844'}",2025-11-07,Agnikul Cosmos,ddbb2efb487d828ab6cc0189caed6916
Deep Tech,0.563,Rourkela,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/coratia-technologies-raises-rs-5-cr-led-by-piper-serica-angel-fund-10650913'}",2025-11-12,Coratia Technologies,940b2efb487d83dba5b7814fd3dbef18
Experience Tech,0.676,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/experience-tech-startup-alive-raises-rs-6-cr-from-powerhouse-ventures-10653499'}",2025-11-13,Alive,940b2efb487d83dba5b7814fd3dbef18
Cafe Chain,1.0,Gurugram,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fes-cafe-raises-pre-series-a-round-led-by-12-flags-10650706'}",2025-11-12,FES Cafe,940b2efb487d83dba5b7814fd3dbef18
Health-tech,0.958,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/praan-health-raises-85-cr-in-seed-round-led-by-rainmatter-investments-10646601'}",2025-11-11,Praan Health,940b2efb487d83dba5b7814fd3dbef18
Logistics,2.6,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/quickshift-raises-rs-22-cr-in-pre-series-a-round-led-by-atomic-capital-10646544'}",2025-11-11,QuickShift,940b2efb487d83dba5b7814fd3dbef18
Contract Manufacturing,16.2,Belgaum,Pre-IPO,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/aequs-raises-inr-144-cr-via-pre-ipo-placement/'}",2025-11-11,Aequs,940b2efb487d83dba5b7814fd3dbef18
EV Charging,0.132,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/acs-energy-raises-rs-11-cr-in-pre-seed-round-led-by-ipv-10653164'}",2025-11-13,ACS Energy,940b2efb487d83dba5b7814fd3dbef18
Fintech,60.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/finnable-raises-rs-250-cr-led-by-z47-and-tvs-capital-10646294'}",2025-11-11,Finnable,940b2efb487d83dba5b7814fd3dbef18
Wedding Planning,0.25,Lucknow,Angel,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/event-planet-technologies-raises-250k-in-angel-round-10653489'}",2025-11-13,Event Planet Technologies,940b2efb487d83dba5b7814fd3dbef18
Med Tech,5.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/med-tech-company-hrs-navigation-raises-5-mn-in-pre-series-a-round-10650219'}",2025-11-12,HRS Navigation,940b2efb487d83dba5b7814fd3dbef18
Rural distribution,0.54,Ghaziabad,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/gvfl-and-malpani-ventures-lead-pre-seed-round-in-doco-10650190'}",2025-11-12,DOCO,940b2efb487d83dba5b7814fd3dbef18
Edtech,5.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/codeyoung-raises-5-mn-in-series-a-round-from-12-flags-and-enzia-ventures-10759413'}",2025-11-14,Codeyoung,940b2efb487d83dba5b7814fd3dbef18
Health Tech,7.3,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/digital-mental-health-platform-mindtalk-raises-73-mn-from-cadabams-group-10647850'}",2025-11-11,MindTalk,940b2efb487d83dba5b7814fd3dbef18
Gamified employee engagement,0.5,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/extramile-play-raises-500k-in-seed-round-led-by-gsf-10691021'}",2025-11-14,ExtraMile Play,940b2efb487d83dba5b7814fd3dbef18
Legal Tech,2.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/legal-tech-startup-nyayanidhi-raises-2-mn-led-by-3one4-capital-10650103'}",2025-11-12,Nyayanidhi,940b2efb487d83dba5b7814fd3dbef18
 electronics manufacturing,11.0,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/brandworks-technologies-closes-11-mn-series-a-round-10652969'}",2025-11-13,Brandworks Technologies,940b2efb487d83dba5b7814fd3dbef18
